productId,title,description,price,discount
636,Product 636,Description for product 636,816.75,29.18
637,Product 637,Description for product 637,663.81,2.92
638,Product 638,Description for product 638,920.32,22.4
639,Product 639,Description for product 639,52.0,39.07
640,Product 640,Description for product 640,809.98,6.23
641,Product 641,Description for product 641,391.15,28.37
642,Product 642,Description for product 642,932.0,9.54
643,Product 643,Description for product 643,277.0,43.49
644,Product 644,Description for product 644,129.59,7.41
645,Product 645,Description for product 645,790.1,20.35
646,Product 646,Description for product 646,632.71,5.47
647,Product 647,Description for product 647,652.68,31.31
648,Product 648,Description for product 648,575.82,8.78
649,Product 649,Description for product 649,367.46,45.84
650,Product 650,Description for product 650,788.86,1.46
651,Product 651,Description for product 651,668.32,28.46
652,Product 652,Description for product 652,739.84,3.79
653,Product 653,Description for product 653,795.08,7.36
654,Product 654,Description for product 654,985.38,29.48
655,Product 655,Description for product 655,573.78,46.47
656,Product 656,Description for product 656,946.07,20.55
657,Product 657,Description for product 657,959.85,42.19
658,Product 658,Description for product 658,273.29,28.25
659,Product 659,Description for product 659,259.46,17.96
660,Product 660,Description for product 660,181.45,31.67
661,Product 661,Description for product 661,556.16,30.84
662,Product 662,Description for product 662,503.48,49.62
663,Product 663,Description for product 663,694.82,2.53
664,Product 664,Description for product 664,149.21,10.67
665,Product 665,Description for product 665,994.55,21.02
666,Product 666,Description for product 666,745.4,4.68
667,Product 667,Description for product 667,684.42,26.58
668,Product 668,Description for product 668,178.31,32.74
669,Product 669,Description for product 669,250.54,14.32
670,Product 670,Description for product 670,600.51,13.13
671,Product 671,Description for product 671,734.95,16.61
672,Product 672,Description for product 672,294.37,36.5
673,Product 673,Description for product 673,262.82,19.77
674,Product 674,Description for product 674,819.83,16.49
675,Product 675,Description for product 675,437.59,13.51
676,Product 676,Description for product 676,951.64,17.6
677,Product 677,Description for product 677,717.76,10.68
678,Product 678,Description for product 678,629.1,41.71
679,Product 679,Description for product 679,606.09,24.22
680,Product 680,Description for product 680,340.42,30.54
681,Product 681,Description for product 681,794.18,48.74
682,Product 682,Description for product 682,894.24,0.3
683,Product 683,Description for product 683,111.36,24.72
684,Product 684,Description for product 684,705.19,24.77
685,Product 685,Description for product 685,229.51,29.23
686,Product 686,Description for product 686,593.26,26.81
687,Product 687,Description for product 687,571.11,29.16
688,Product 688,Description for product 688,151.8,44.34
689,Product 689,Description for product 689,756.29,29.65
690,Product 690,Description for product 690,344.41,13.36
691,Product 691,Description for product 691,213.61,15.03
692,Product 692,Description for product 692,397.92,47.69
693,Product 693,Description for product 693,101.02,26.79
694,Product 694,Description for product 694,909.43,7.63
695,Product 695,Description for product 695,541.57,42.67
696,Product 696,Description for product 696,61.17,16.62
697,Product 697,Description for product 697,19.97,12.0
698,Product 698,Description for product 698,974.01,43.32
699,Product 699,Description for product 699,946.36,12.8
700,Product 700,Description for product 700,808.45,32.39
701,Product 701,Description for product 701,524.3,14.58
702,Product 702,Description for product 702,45.37,16.82
703,Product 703,Description for product 703,587.58,11.32
704,Product 704,Description for product 704,40.19,4.35
705,Product 705,Description for product 705,737.77,1.37
706,Product 706,Description for product 706,855.42,18.65
707,Product 707,Description for product 707,815.79,38.55
708,Product 708,Description for product 708,670.53,28.85
709,Product 709,Description for product 709,909.13,6.99
710,Product 710,Description for product 710,477.01,34.55
711,Product 711,Description for product 711,964.89,28.28
712,Product 712,Description for product 712,157.32,35.13
713,Product 713,Description for product 713,963.66,31.66
714,Product 714,Description for product 714,109.9,30.4
715,Product 715,Description for product 715,844.7,8.78
716,Product 716,Description for product 716,27.36,11.55
717,Product 717,Description for product 717,865.86,6.33
718,Product 718,Description for product 718,622.55,36.57
719,Product 719,Description for product 719,567.58,19.83
720,Product 720,Description for product 720,138.54,17.79
721,Product 721,Description for product 721,836.49,39.92
722,Product 722,Description for product 722,919.15,48.55
723,Product 723,Description for product 723,654.4,21.75
724,Product 724,Description for product 724,16.37,42.14
725,Product 725,Description for product 725,694.37,40.08
726,Product 726,Description for product 726,985.62,28.56
727,Product 727,Description for product 727,611.25,12.37
728,Product 728,Description for product 728,400.23,2.24
729,Product 729,Description for product 729,248.94,36.83
730,Product 730,Description for product 730,954.25,1.04
731,Product 731,Description for product 731,659.17,5.94
732,Product 732,Description for product 732,61.23,24.78
733,Product 733,Description for product 733,90.46,47.36
734,Product 734,Description for product 734,625.91,29.06
735,Product 735,Description for product 735,651.93,33.63
736,Product 736,Description for product 736,70.5,12.18
737,Product 737,Description for product 737,398.06,41.49
738,Product 738,Description for product 738,155.52,24.95
739,Product 739,Description for product 739,572.07,49.05
740,Product 740,Description for product 740,356.91,29.42
741,Product 741,Description for product 741,560.05,14.39
742,Product 742,Description for product 742,720.81,8.42
743,Product 743,Description for product 743,491.91,1.57
744,Product 744,Description for product 744,288.22,11.58
745,Product 745,Description for product 745,555.51,36.41
746,Product 746,Description for product 746,605.08,37.27
747,Product 747,Description for product 747,757.14,37.75
748,Product 748,Description for product 748,35.67,3.93
749,Product 749,Description for product 749,20.36,10.85
750,Product 750,Description for product 750,874.27,29.53
751,Product 751,Description for product 751,791.3,24.44
752,Product 752,Description for product 752,324.94,15.67
753,Product 753,Description for product 753,26.79,17.4
754,Product 754,Description for product 754,333.99,38.39
755,Product 755,Description for product 755,781.86,33.88
756,Product 756,Description for product 756,475.33,30.36
757,Product 757,Description for product 757,426.65,11.97
758,Product 758,Description for product 758,33.86,27.39
759,Product 759,Description for product 759,785.95,49.73
760,Product 760,Description for product 760,247.77,2.0
761,Product 761,Description for product 761,152.78,44.66
762,Product 762,Description for product 762,725.78,48.11
763,Product 763,Description for product 763,270.07,36.79
764,Product 764,Description for product 764,835.38,4.88
765,Product 765,Description for product 765,194.59,6.22
766,Product 766,Description for product 766,806.5,27.62
767,Product 767,Description for product 767,110.56,3.95
768,Product 768,Description for product 768,153.8,0.87
769,Product 769,Description for product 769,432.16,18.07
770,Product 770,Description for product 770,318.94,44.89
771,Product 771,Description for product 771,400.54,10.33
772,Product 772,Description for product 772,263.57,46.69
773,Product 773,Description for product 773,631.34,33.72
774,Product 774,Description for product 774,870.74,29.1
775,Product 775,Description for product 775,730.74,45.53
776,Product 776,Description for product 776,32.35,11.66
777,Product 777,Description for product 777,467.04,21.81
778,Product 778,Description for product 778,395.76,0.25
779,Product 779,Description for product 779,159.83,9.4
780,Product 780,Description for product 780,996.83,41.11
781,Product 781,Description for product 781,158.55,22.66
782,Product 782,Description for product 782,26.12,29.69
783,Product 783,Description for product 783,811.18,46.03
784,Product 784,Description for product 784,165.91,14.22
785,Product 785,Description for product 785,350.89,8.01
786,Product 786,Description for product 786,451.5,20.78
787,Product 787,Description for product 787,123.41,45.27
788,Product 788,Description for product 788,627.75,21.67
789,Product 789,Description for product 789,88.97,16.34
790,Product 790,Description for product 790,215.84,13.88
791,Product 791,Description for product 791,803.11,37.8
792,Product 792,Description for product 792,242.18,17.45
793,Product 793,Description for product 793,306.9,27.59
794,Product 794,Description for product 794,654.94,2.35
795,Product 795,Description for product 795,912.96,47.33
796,Product 796,Description for product 796,511.73,39.04
797,Product 797,Description for product 797,693.72,35.84
798,Product 798,Description for product 798,577.44,13.93
799,Product 799,Description for product 799,770.09,12.9
800,Product 800,Description for product 800,794.54,7.48
801,Product 801,Description for product 801,217.24,8.48
802,Product 802,Description for product 802,601.51,12.26
803,Product 803,Description for product 803,974.62,13.46
804,Product 804,Description for product 804,173.92,17.77
805,Product 805,Description for product 805,950.43,7.28
806,Product 806,Description for product 806,510.23,9.61
807,Product 807,Description for product 807,575.3,23.19
808,Product 808,Description for product 808,814.15,39.05
809,Product 809,Description for product 809,380.51,7.57
810,Product 810,Description for product 810,173.76,36.64
811,Product 811,Description for product 811,641.95,15.31
812,Product 812,Description for product 812,178.12,40.2
813,Product 813,Description for product 813,534.79,37.67
814,Product 814,Description for product 814,450.32,22.42
815,Product 815,Description for product 815,47.91,10.25
816,Product 816,Description for product 816,179.88,0.64
817,Product 817,Description for product 817,234.02,18.7
818,Product 818,Description for product 818,818.11,18.04
819,Product 819,Description for product 819,222.15,34.11
820,Product 820,Description for product 820,303.56,21.54
821,Product 821,Description for product 821,82.0,13.93
822,Product 822,Description for product 822,48.63,30.09
823,Product 823,Description for product 823,271.73,8.67
824,Product 824,Description for product 824,225.17,31.74
825,Product 825,Description for product 825,535.54,5.17
826,Product 826,Description for product 826,115.18,1.81
827,Product 827,Description for product 827,483.63,22.85
828,Product 828,Description for product 828,129.85,41.5
829,Product 829,Description for product 829,791.66,38.49
830,Product 830,Description for product 830,332.53,17.47
831,Product 831,Description for product 831,133.45,38.79
832,Product 832,Description for product 832,799.66,47.76
833,Product 833,Description for product 833,293.14,43.78
834,Product 834,Description for product 834,510.71,27.97
835,Product 835,Description for product 835,797.72,26.9
836,Product 836,Description for product 836,648.29,0.01
837,Product 837,Description for product 837,957.57,2.65
838,Product 838,Description for product 838,531.32,32.0
839,Product 839,Description for product 839,95.82,31.01
840,Product 840,Description for product 840,368.8,43.09
841,Product 841,Description for product 841,321.08,30.56
842,Product 842,Description for product 842,806.1,0.39
843,Product 843,Description for product 843,896.21,22.32
844,Product 844,Description for product 844,538.88,38.73
845,Product 845,Description for product 845,388.27,24.93
846,Product 846,Description for product 846,190.39,42.08
847,Product 847,Description for product 847,342.43,40.39
848,Product 848,Description for product 848,283.21,17.96
849,Product 849,Description for product 849,411.16,41.65
850,Product 850,Description for product 850,281.69,8.57
851,Product 851,Description for product 851,392.36,8.61
852,Product 852,Description for product 852,232.2,42.44
853,Product 853,Description for product 853,517.12,45.38
854,Product 854,Description for product 854,44.03,23.67
855,Product 855,Description for product 855,457.3,11.33
856,Product 856,Description for product 856,378.86,9.41
857,Product 857,Description for product 857,936.38,36.91
858,Product 858,Description for product 858,831.32,1.41
859,Product 859,Description for product 859,444.88,11.83
860,Product 860,Description for product 860,793.74,0.95
861,Product 861,Description for product 861,619.14,11.29
862,Product 862,Description for product 862,163.99,45.36
863,Product 863,Description for product 863,622.06,13.23
864,Product 864,Description for product 864,851.61,25.89
865,Product 865,Description for product 865,150.36,21.9
866,Product 866,Description for product 866,971.16,25.12
867,Product 867,Description for product 867,320.91,2.53
868,Product 868,Description for product 868,453.13,20.22
869,Product 869,Description for product 869,728.79,14.25
870,Product 870,Description for product 870,713.21,11.65
871,Product 871,Description for product 871,677.66,14.72
872,Product 872,Description for product 872,221.27,27.18
873,Product 873,Description for product 873,244.71,29.86
874,Product 874,Description for product 874,780.25,5.13
875,Product 875,Description for product 875,393.83,20.37
876,Product 876,Description for product 876,679.85,6.09
877,Product 877,Description for product 877,702.11,25.31
878,Product 878,Description for product 878,216.97,4.0
879,Product 879,Description for product 879,748.79,10.68
880,Product 880,Description for product 880,616.43,34.81
881,Product 881,Description for product 881,626.49,17.88
882,Product 882,Description for product 882,525.32,28.28
883,Product 883,Description for product 883,661.44,44.52
884,Product 884,Description for product 884,898.68,29.04
885,Product 885,Description for product 885,692.12,5.16
886,Product 886,Description for product 886,803.02,8.69
887,Product 887,Description for product 887,535.54,28.96
888,Product 888,Description for product 888,339.41,44.2
889,Product 889,Description for product 889,890.56,45.44
890,Product 890,Description for product 890,255.41,39.94
891,Product 891,Description for product 891,114.25,28.0
892,Product 892,Description for product 892,483.18,25.01
893,Product 893,Description for product 893,952.04,14.4
894,Product 894,Description for product 894,285.16,43.14
895,Product 895,Description for product 895,49.17,35.51
896,Product 896,Description for product 896,295.41,39.83
897,Product 897,Description for product 897,644.59,39.59
898,Product 898,Description for product 898,563.93,33.4
899,Product 899,Description for product 899,886.53,8.71
900,Product 900,Description for product 900,526.83,11.14
901,Product 901,Description for product 901,436.29,31.13
902,Product 902,Description for product 902,942.05,25.37
903,Product 903,Description for product 903,911.34,35.96
904,Product 904,Description for product 904,971.45,25.54
905,Product 905,Description for product 905,154.47,2.29
906,Product 906,Description for product 906,682.23,47.24
907,Product 907,Description for product 907,322.97,35.31
908,Product 908,Description for product 908,157.37,15.47
909,Product 909,Description for product 909,74.74,1.3
910,Product 910,Description for product 910,639.75,29.3
911,Product 911,Description for product 911,928.32,14.86
912,Product 912,Description for product 912,593.75,23.08
913,Product 913,Description for product 913,37.07,20.39
914,Product 914,Description for product 914,448.04,25.56
915,Product 915,Description for product 915,795.47,13.47
916,Product 916,Description for product 916,499.49,35.39
917,Product 917,Description for product 917,959.36,38.07
918,Product 918,Description for product 918,810.92,34.76
919,Product 919,Description for product 919,692.01,41.5
920,Product 920,Description for product 920,477.72,9.18
921,Product 921,Description for product 921,179.19,21.07
922,Product 922,Description for product 922,993.17,43.21
923,Product 923,Description for product 923,885.75,47.05
924,Product 924,Description for product 924,460.39,6.38
925,Product 925,Description for product 925,405.03,4.34
926,Product 926,Description for product 926,221.82,20.72
927,Product 927,Description for product 927,301.49,30.4
928,Product 928,Description for product 928,321.58,21.64
929,Product 929,Description for product 929,141.01,45.28
930,Product 930,Description for product 930,455.18,19.4
931,Product 931,Description for product 931,385.01,38.25
932,Product 932,Description for product 932,785.47,30.65
933,Product 933,Description for product 933,232.83,17.58
934,Product 934,Description for product 934,337.99,40.22
935,Product 935,Description for product 935,515.63,39.61
936,Product 936,Description for product 936,198.39,35.84
937,Product 937,Description for product 937,729.24,38.91
938,Product 938,Description for product 938,403.27,36.54
939,Product 939,Description for product 939,278.17,48.66
940,Product 940,Description for product 940,33.13,37.23
941,Product 941,Description for product 941,863.17,23.07
942,Product 942,Description for product 942,619.9,48.43
943,Product 943,Description for product 943,727.82,44.39
944,Product 944,Description for product 944,789.13,3.36
945,Product 945,Description for product 945,832.2,43.54
946,Product 946,Description for product 946,725.89,36.03
947,Product 947,Description for product 947,356.35,9.95
948,Product 948,Description for product 948,562.35,17.88
949,Product 949,Description for product 949,107.48,22.89
950,Product 950,Description for product 950,162.93,45.72
951,Product 951,Description for product 951,244.82,46.57
952,Product 952,Description for product 952,326.99,31.49
953,Product 953,Description for product 953,340.93,49.99
954,Product 954,Description for product 954,37.45,32.11
955,Product 955,Description for product 955,739.42,12.59
956,Product 956,Description for product 956,153.09,28.08
957,Product 957,Description for product 957,626.56,48.36
958,Product 958,Description for product 958,22.51,45.6
959,Product 959,Description for product 959,10.29,8.91
960,Product 960,Description for product 960,526.93,15.67
961,Product 961,Description for product 961,575.8,45.06
962,Product 962,Description for product 962,245.59,33.07
963,Product 963,Description for product 963,700.18,44.31
964,Product 964,Description for product 964,477.85,46.42
965,Product 965,Description for product 965,393.46,13.55
966,Product 966,Description for product 966,784.61,44.23
967,Product 967,Description for product 967,824.42,38.99
968,Product 968,Description for product 968,214.4,28.21
969,Product 969,Description for product 969,525.99,17.65
970,Product 970,Description for product 970,175.79,34.13
971,Product 971,Description for product 971,20.58,17.39
972,Product 972,Description for product 972,255.41,47.71
973,Product 973,Description for product 973,873.46,18.27
974,Product 974,Description for product 974,122.72,13.53
975,Product 975,Description for product 975,196.62,23.37
976,Product 976,Description for product 976,322.35,19.83
977,Product 977,Description for product 977,376.39,39.57
978,Product 978,Description for product 978,234.69,43.54
979,Product 979,Description for product 979,513.57,40.01
980,Product 980,Description for product 980,220.02,18.1
981,Product 981,Description for product 981,151.13,0.54
982,Product 982,Description for product 982,907.49,39.66
983,Product 983,Description for product 983,492.38,14.2
984,Product 984,Description for product 984,120.66,37.1
985,Product 985,Description for product 985,317.19,31.61
986,Product 986,Description for product 986,942.44,22.8
987,Product 987,Description for product 987,492.25,5.79
988,Product 988,Description for product 988,660.03,36.87
989,Product 989,Description for product 989,457.41,14.94
990,Product 990,Description for product 990,575.54,3.34
991,Product 991,Description for product 991,398.05,9.47
992,Product 992,Description for product 992,34.08,43.89
993,Product 993,Description for product 993,247.11,26.84
994,Product 994,Description for product 994,803.94,25.83
995,Product 995,Description for product 995,581.48,21.14
996,Product 996,Description for product 996,38.08,9.94
997,Product 997,Description for product 997,678.91,16.84
998,Product 998,Description for product 998,564.74,29.19
999,Product 999,Description for product 999,656.23,25.36
1000,Product 1000,Description for product 1000,550.37,24.19
1001,Product 1001,Description for product 1001,939.74,49.36
1002,Product 1002,Description for product 1002,364.37,9.33
1003,Product 1003,Description for product 1003,693.57,2.07
1004,Product 1004,Description for product 1004,858.11,0.98
1005,Product 1005,Description for product 1005,793.38,34.75
1006,Product 1006,Description for product 1006,467.46,11.7
1007,Product 1007,Description for product 1007,281.77,11.47
1008,Product 1008,Description for product 1008,408.29,36.76
1009,Product 1009,Description for product 1009,132.46,14.64
1010,Product 1010,Description for product 1010,494.8,18.12
1011,Product 1011,Description for product 1011,229.63,24.77
1012,Product 1012,Description for product 1012,61.07,9.04
1013,Product 1013,Description for product 1013,239.68,12.09
1014,Product 1014,Description for product 1014,415.86,43.6
1015,Product 1015,Description for product 1015,599.25,13.28
1016,Product 1016,Description for product 1016,298.1,21.31
1017,Product 1017,Description for product 1017,385.08,37.05
1018,Product 1018,Description for product 1018,803.18,8.5
1019,Product 1019,Description for product 1019,47.02,22.7
1020,Product 1020,Description for product 1020,711.44,20.62
1021,Product 1021,Description for product 1021,134.12,37.76
1022,Product 1022,Description for product 1022,770.56,47.99
1023,Product 1023,Description for product 1023,936.81,30.51
1024,Product 1024,Description for product 1024,733.95,5.93
1025,Product 1025,Description for product 1025,891.16,3.5
1026,Product 1026,Description for product 1026,35.21,6.68
1027,Product 1027,Description for product 1027,531.65,14.19
1028,Product 1028,Description for product 1028,880.56,28.46
1029,Product 1029,Description for product 1029,321.73,27.98
1030,Product 1030,Description for product 1030,201.33,24.01
1031,Product 1031,Description for product 1031,782.55,0.43
1032,Product 1032,Description for product 1032,776.63,47.99
1033,Product 1033,Description for product 1033,787.73,39.19
1034,Product 1034,Description for product 1034,781.12,10.95
1035,Product 1035,Description for product 1035,667.84,47.78
1036,Product 1036,Description for product 1036,557.2,12.33
1037,Product 1037,Description for product 1037,374.35,7.59
1038,Product 1038,Description for product 1038,940.24,22.98
1039,Product 1039,Description for product 1039,435.31,20.88
1040,Product 1040,Description for product 1040,197.75,42.04
1041,Product 1041,Description for product 1041,563.53,8.43
1042,Product 1042,Description for product 1042,389.53,14.43
1043,Product 1043,Description for product 1043,506.5,4.38
1044,Product 1044,Description for product 1044,710.4,22.6
1045,Product 1045,Description for product 1045,26.38,35.7
1046,Product 1046,Description for product 1046,661.9,24.72
1047,Product 1047,Description for product 1047,15.73,3.38
1048,Product 1048,Description for product 1048,823.68,18.02
1049,Product 1049,Description for product 1049,290.35,39.2
1050,Product 1050,Description for product 1050,616.77,25.46
1051,Product 1051,Description for product 1051,570.24,19.67
1052,Product 1052,Description for product 1052,893.62,12.83
1053,Product 1053,Description for product 1053,593.13,39.29
1054,Product 1054,Description for product 1054,814.17,1.05
1055,Product 1055,Description for product 1055,820.01,48.82
1056,Product 1056,Description for product 1056,850.29,16.09
1057,Product 1057,Description for product 1057,86.44,7.15
1058,Product 1058,Description for product 1058,915.41,22.07
1059,Product 1059,Description for product 1059,571.58,11.88
1060,Product 1060,Description for product 1060,861.99,5.22
1061,Product 1061,Description for product 1061,679.5,39.87
1062,Product 1062,Description for product 1062,251.59,29.46
1063,Product 1063,Description for product 1063,230.33,17.58
1064,Product 1064,Description for product 1064,113.57,42.36
1065,Product 1065,Description for product 1065,436.2,49.41
1066,Product 1066,Description for product 1066,787.29,35.55
1067,Product 1067,Description for product 1067,846.57,26.81
1068,Product 1068,Description for product 1068,123.16,10.17
1069,Product 1069,Description for product 1069,655.13,25.76
1070,Product 1070,Description for product 1070,706.74,41.51
1071,Product 1071,Description for product 1071,524.43,30.52
1072,Product 1072,Description for product 1072,791.2,29.41
1073,Product 1073,Description for product 1073,700.1,41.85
1074,Product 1074,Description for product 1074,737.62,44.93
1075,Product 1075,Description for product 1075,648.28,32.13
1076,Product 1076,Description for product 1076,158.94,6.31
1077,Product 1077,Description for product 1077,258.8,26.22
1078,Product 1078,Description for product 1078,15.62,3.31
1079,Product 1079,Description for product 1079,748.14,14.5
1080,Product 1080,Description for product 1080,54.32,10.17
1081,Product 1081,Description for product 1081,650.54,5.77
1082,Product 1082,Description for product 1082,311.93,47.14
1083,Product 1083,Description for product 1083,162.37,26.35
1084,Product 1084,Description for product 1084,313.07,49.69
1085,Product 1085,Description for product 1085,847.37,29.64
1086,Product 1086,Description for product 1086,115.37,16.18
1087,Product 1087,Description for product 1087,531.55,44.73
1088,Product 1088,Description for product 1088,79.91,44.92
1089,Product 1089,Description for product 1089,26.75,4.43
1090,Product 1090,Description for product 1090,71.62,40.63
1091,Product 1091,Description for product 1091,420.95,12.93
1092,Product 1092,Description for product 1092,692.09,8.05
1093,Product 1093,Description for product 1093,433.11,17.39
1094,Product 1094,Description for product 1094,813.89,38.01
1095,Product 1095,Description for product 1095,974.79,43.99
1096,Product 1096,Description for product 1096,747.78,25.17
1097,Product 1097,Description for product 1097,575.34,28.06
1098,Product 1098,Description for product 1098,406.54,2.0
1099,Product 1099,Description for product 1099,133.96,1.84
1100,Product 1100,Description for product 1100,153.41,45.12
1101,Product 1101,Description for product 1101,275.55,45.45
1102,Product 1102,Description for product 1102,949.2,46.23
1103,Product 1103,Description for product 1103,561.7,27.87
1104,Product 1104,Description for product 1104,644.21,45.81
1105,Product 1105,Description for product 1105,520.82,42.61
1106,Product 1106,Description for product 1106,570.73,20.67
1107,Product 1107,Description for product 1107,179.33,45.09
1108,Product 1108,Description for product 1108,71.63,24.06
1109,Product 1109,Description for product 1109,342.23,0.35
1110,Product 1110,Description for product 1110,666.96,28.95
1111,Product 1111,Description for product 1111,262.53,20.48
1112,Product 1112,Description for product 1112,61.39,11.18
1113,Product 1113,Description for product 1113,966.82,41.01
1114,Product 1114,Description for product 1114,231.9,2.13
1115,Product 1115,Description for product 1115,921.55,21.1
1116,Product 1116,Description for product 1116,671.31,1.33
1117,Product 1117,Description for product 1117,310.15,41.0
1118,Product 1118,Description for product 1118,594.4,23.51
1119,Product 1119,Description for product 1119,925.4,14.55
1120,Product 1120,Description for product 1120,301.79,35.42
1121,Product 1121,Description for product 1121,552.78,32.01
1122,Product 1122,Description for product 1122,834.99,13.73
1123,Product 1123,Description for product 1123,59.91,40.08
1124,Product 1124,Description for product 1124,396.53,4.47
1125,Product 1125,Description for product 1125,940.6,30.79
1126,Product 1126,Description for product 1126,396.98,34.43
1127,Product 1127,Description for product 1127,675.56,15.03
1128,Product 1128,Description for product 1128,937.62,36.2
1129,Product 1129,Description for product 1129,621.47,37.63
1130,Product 1130,Description for product 1130,875.9,47.12
1131,Product 1131,Description for product 1131,228.86,31.41
1132,Product 1132,Description for product 1132,804.24,7.63
1133,Product 1133,Description for product 1133,989.49,35.14
1134,Product 1134,Description for product 1134,506.81,26.21
1135,Product 1135,Description for product 1135,985.83,22.1
1136,Product 1136,Description for product 1136,878.8,29.04
1137,Product 1137,Description for product 1137,968.42,48.71
1138,Product 1138,Description for product 1138,279.9,22.48
1139,Product 1139,Description for product 1139,985.49,20.6
1140,Product 1140,Description for product 1140,766.47,20.88
1141,Product 1141,Description for product 1141,476.45,30.05
1142,Product 1142,Description for product 1142,49.76,44.44
1143,Product 1143,Description for product 1143,210.88,41.98
1144,Product 1144,Description for product 1144,546.75,47.06
1145,Product 1145,Description for product 1145,140.58,8.98
1146,Product 1146,Description for product 1146,310.28,48.14
1147,Product 1147,Description for product 1147,229.22,23.14
1148,Product 1148,Description for product 1148,305.48,49.83
1149,Product 1149,Description for product 1149,333.25,30.51
1150,Product 1150,Description for product 1150,783.42,12.13
1151,Product 1151,Description for product 1151,210.06,41.24
1152,Product 1152,Description for product 1152,531.38,13.15
1153,Product 1153,Description for product 1153,290.07,31.27
1154,Product 1154,Description for product 1154,986.39,3.31
1155,Product 1155,Description for product 1155,735.43,17.94
1156,Product 1156,Description for product 1156,87.24,43.19
1157,Product 1157,Description for product 1157,933.82,23.9
1158,Product 1158,Description for product 1158,902.38,12.19
1159,Product 1159,Description for product 1159,223.99,17.92
1160,Product 1160,Description for product 1160,489.6,4.4
1161,Product 1161,Description for product 1161,478.27,35.72
1162,Product 1162,Description for product 1162,631.94,43.15
1163,Product 1163,Description for product 1163,249.14,46.11
1164,Product 1164,Description for product 1164,10.35,32.39
1165,Product 1165,Description for product 1165,705.17,4.45
1166,Product 1166,Description for product 1166,795.96,18.86
1167,Product 1167,Description for product 1167,808.27,28.07
1168,Product 1168,Description for product 1168,823.78,49.08
1169,Product 1169,Description for product 1169,951.37,11.42
1170,Product 1170,Description for product 1170,960.37,39.44
1171,Product 1171,Description for product 1171,615.23,8.22
1172,Product 1172,Description for product 1172,740.0,7.91
1173,Product 1173,Description for product 1173,531.99,38.74
1174,Product 1174,Description for product 1174,756.73,41.04
1175,Product 1175,Description for product 1175,515.5,46.54
1176,Product 1176,Description for product 1176,306.79,49.94
1177,Product 1177,Description for product 1177,661.62,40.07
1178,Product 1178,Description for product 1178,688.05,39.28
1179,Product 1179,Description for product 1179,638.75,2.2
1180,Product 1180,Description for product 1180,805.94,3.22
1181,Product 1181,Description for product 1181,850.49,44.84
1182,Product 1182,Description for product 1182,875.64,22.37
1183,Product 1183,Description for product 1183,203.27,25.58
1184,Product 1184,Description for product 1184,761.13,25.85
1185,Product 1185,Description for product 1185,680.53,3.64
1186,Product 1186,Description for product 1186,798.25,39.15
1187,Product 1187,Description for product 1187,917.52,39.59
1188,Product 1188,Description for product 1188,648.07,9.85
1189,Product 1189,Description for product 1189,250.56,13.57
1190,Product 1190,Description for product 1190,920.14,44.63
1191,Product 1191,Description for product 1191,213.22,10.98
1192,Product 1192,Description for product 1192,860.4,9.02
1193,Product 1193,Description for product 1193,278.05,42.93
1194,Product 1194,Description for product 1194,407.34,35.57
1195,Product 1195,Description for product 1195,667.89,8.24
1196,Product 1196,Description for product 1196,89.39,8.87
1197,Product 1197,Description for product 1197,148.52,16.34
1198,Product 1198,Description for product 1198,711.24,36.72
1199,Product 1199,Description for product 1199,119.57,47.37
1200,Product 1200,Description for product 1200,922.67,29.78
1201,Product 1201,Description for product 1201,267.34,19.73
1202,Product 1202,Description for product 1202,155.52,8.85
1203,Product 1203,Description for product 1203,59.98,26.8
1204,Product 1204,Description for product 1204,858.25,16.59
1205,Product 1205,Description for product 1205,403.89,3.71
1206,Product 1206,Description for product 1206,671.85,39.8
1207,Product 1207,Description for product 1207,122.34,23.96
1208,Product 1208,Description for product 1208,801.61,38.71
1209,Product 1209,Description for product 1209,800.22,15.39
1210,Product 1210,Description for product 1210,146.22,27.57
1211,Product 1211,Description for product 1211,550.87,46.1
1212,Product 1212,Description for product 1212,970.45,27.19
1213,Product 1213,Description for product 1213,768.64,48.19
1214,Product 1214,Description for product 1214,500.83,23.06
1215,Product 1215,Description for product 1215,805.65,4.41
1216,Product 1216,Description for product 1216,529.53,40.78
1217,Product 1217,Description for product 1217,237.9,48.53
1218,Product 1218,Description for product 1218,924.8,6.48
1219,Product 1219,Description for product 1219,219.57,13.19
1220,Product 1220,Description for product 1220,468.88,1.02
1221,Product 1221,Description for product 1221,299.21,23.31
1222,Product 1222,Description for product 1222,918.03,9.9
1223,Product 1223,Description for product 1223,760.38,42.58
1224,Product 1224,Description for product 1224,671.03,27.67
1225,Product 1225,Description for product 1225,703.9,41.55
1226,Product 1226,Description for product 1226,710.83,45.69
1227,Product 1227,Description for product 1227,588.42,17.59
1228,Product 1228,Description for product 1228,623.23,37.35
1229,Product 1229,Description for product 1229,269.19,29.69
1230,Product 1230,Description for product 1230,480.47,22.32
1231,Product 1231,Description for product 1231,452.21,12.62
1232,Product 1232,Description for product 1232,176.92,41.57
1233,Product 1233,Description for product 1233,565.19,34.23
1234,Product 1234,Description for product 1234,488.23,26.63
1235,Product 1235,Description for product 1235,402.24,9.32
1236,Product 1236,Description for product 1236,612.02,46.03
1237,Product 1237,Description for product 1237,314.52,32.44
1238,Product 1238,Description for product 1238,618.87,33.63
